"geoid","income_cat","monthly_mean_income","average_hh_size","monthly_mean_SNAP_benefit","monthly_mean_COVID_benefit","SNAP_eligibility_proportion","households_represented"
51059415100,"Less than $35,000",1736.7565444378,2.25745901639344,459.735081967213,596.042081967213,1,61
51059415100,"$35,000 to $49,999",3493.73969625129,2.39555,285.408,385.78405,0.4115,20
51059415100,"$50,000 to $59,999",4560.86704060886,2.33974468085106,136.006212765957,244.099914893617,0.250191489361702,47
51059415100,"$60,000 to $74,999",5568.8406441096,2.41202040816327,0,0,0,49
51059415100,"$75,000 to $99,999",7270.67723569081,2.5608380952381,0,0,0,105
51059415100,"$100,000 to $124,999",9365.85428610637,2.76915966386555,0,0,0,119
51059415100,"$125,000 to $149,999",11370.0569685962,2.59494117647059,0,0,0,68
51059415100,"$150,000 to $199,999",14468.2094287909,2.75668553459119,0,0,0,159
51059415100,"$200,000 or more",27807.6953731188,2.93503455284553,0,0,0,492
51059415200,"Less than $35,000",1672.92831859988,1.48407978723404,259.834111702128,404.53575,1,188
51059415200,"$35,000 to $49,999",3494.98931431595,1.34958988764045,50.6958539325843,80.0419606741573,0.0980561797752809,178
51059415200,"$50,000 to $59,999",4587.46027647548,1.60609523809524,32.5371428571429,69.7542857142857,0.0742857142857143,63
51059415200,"$60,000 to $74,999",5605.14998609261,1.48737162744492,0,0,0,152
51059415200,"$75,000 to $99,999",7249.88364654272,1.45533595422103,0,0,0,335
51059415200,"$100,000 to $124,999",9362.81588998899,1.65462432834034,0,0,0,142
51059415200,"$125,000 to $149,999",11373.1222543032,1.66847682119205,0,0,0,151
51059415200,"$150,000 to $199,999",14387.3474301955,1.80929901960784,0,0,0,204
51059415200,"$200,000 or more",27042.3773354348,2.19001140684411,0,0,0,263
51059415300,"Less than $35,000",1707.01381302521,1.93241346153846,375.834701923077,512.987759615385,1,104
51059415300,"$35,000 to $49,999",3493.58707650748,2.10055263157895,236.132921052632,305.132052631579,0.317815789473684,114
51059415300,"$50,000 to $59,999",4586.24193516825,1.75955305191872,96.1881305477585,182.071486210478,0.188933633460875,259
51059415300,"$60,000 to $74,999",5589.95264101928,2.01637068965517,0,0,0,116
51059415300,"$75,000 to $99,999",7225.90260380176,2.05432507153954,0,0,0,289
51059415300,"$100,000 to $124,999",9322.15874452839,2.27740977443609,0,0,0,266
51059415300,"$125,000 to $149,999",11364.6062103685,2.28382985299866,0,0,0,110
51059415300,"$150,000 to $199,999",14482.0015162528,2.50105405405405,0,0,0,185
51059415300,"$200,000 or more",27668.4950362679,2.86465267175573,0,0,0,262
51059415401,"Less than $35,000",1752.81749552992,2.68930081649937,578.174540408468,700.940540873676,1,503
51059415401,"$35,000 to $49,999",3488.56073447969,2.98554124018728,446.896871244255,579.497389900275,0.600093578267824,327
51059415401,"$50,000 to $59,999",4565.49961306093,2.28596528939523,150.561201506556,268.721511415995,0.275058645407901,107
51059415401,"$60,000 to $74,999",5568.79961460914,2.52128676892476,0,0,0,183
51059415401,"$75,000 to $99,999",7233.13675480329,2.70421086261981,0,0,0,313
51059415401,"$100,000 to $124,999",9345.98059955536,2.69568852459016,0,0,0,122
