"geoid","monthly_mean_income","average_hh_size","monthly_mean_SNAP_benefit","monthly_mean_COVID_benefit","SNAP_eligibility_proportion","households_represented"
51059415100,17172.9699604669,2.74311400612088,36.7250233555348,50.6080856817016,0.0735626012776878,1125
51059415200,10485.2383188298,1.65437219177406,35.8494413143613,56.3014493167456,0.125310009107679,1681
51059415300,10632.313002579,2.22748492835376,54.1536977507004,79.9534613762932,0.111739246631138,1710
51059415401,7296.72341854958,2.72189465609681,246.139112112607,308.097581652902,0.393101226091274,1859
51059415402,15614.9262669373,2.32469051878354,55.1106359570662,76.0079096601073,0.132385509838998,1118
51059415500,13956.6906504859,2.52926333395816,127.030721772077,162.831157055846,0.256426839332621,2358
51059415600,19806.609396938,2.52574978206976,32.794770451672,44.2152800925948,0.0742702373860422,1029
51059415700,19144.3510716903,2.98110472440945,16.1213212598425,22.2835582677165,0.0332645669291339,1270
51059415800,17360.0344074243,2.70128938943222,31.8798083995602,43.0814515232471,0.0682673422429447,1781
51059415900,17653.3433734457,2.68416828957928,36.8134287997613,47.4615863460341,0.0718989869191994,1200
51059416000,12049.3698122802,2.62981525130517,162.037459934264,205.194356315683,0.301839421694084,2207
51059416100,16000.8748883365,2.47766636907278,68.5353074873385,92.6281567804327,0.140491119262297,1455
51059416200,8630.67261695009,3.69405713895154,140.686996950376,183.073400086574,0.189873263227784,1229
51059416300,16314.507913261,2.56152916981378,50.1233016217868,71.5741557967632,0.121683512541761,707
51059420100,12366.6804208618,3.18573601038804,98.4285705993854,140.051810030166,0.161113331487012,1206
51059420201,14529.0031054426,2.65164377136169,14.6201075323032,25.6349333308887,0.0408433294983507,1309
51059420202,10819.0287898075,1.77084758773084,9.10264056893973,16.8133221160503,0.0308971910098713,1235
51059420203,16594.2527306832,2.51323345935728,24.9231947069943,34.7310812854442,0.0478052930056711,1058
51059420300,15920.1222074206,2.84552494972327,54.5491032478841,75.1190501054139,0.106749329523258,2078
51059420400,9858.73123772882,1.51684993144363,21.5209318930803,33.3700008606546,0.0685445329537346,2196
51059420501,9808.9150607642,1.49488686877829,26.9688336221407,42.6650136277173,0.0983896373873907,685
51059420502,10974.9971479569,1.74888796213923,35.3605550818927,53.2763624269351,0.110713415343271,1350
51059420503,9725.99125733534,2.16167090069811,67.0144107003981,94.4813314741405,0.162140914042317,1534
51059420600,11027.208277223,2.36984253207968,79.4583345007623,108.559439287663,0.162050694777339,1963
51059420700,15832.7687354327,3.12851872891158,39.9505155517229,54.1899666843853,0.0709924494239159,1315
51059420800,14392.8664343111,2.83588066915635,47.616727460543,63.4498736120251,0.0889743989934014,1243
51059421001,11949.909993175,2.49141033812848,27.4231615528185,48.5770655455514,0.0749491414154908,1048
51059421002,10751.2935616419,2.40980513574244,50.7870486496675,88.1456605684623,0.151634387608573,2101
51059421101,13360.7444135081,2.45795479163182,15.0340516142124,25.3616189564726,0.043566687781821,2188
51059421102,12413.7676674362,2.35384849919475,62.2484365373682,100.988103488184,0.19308335180654,1430
51059421103,14038.523315064,2.80038483685221,14.2590311900192,23.3533934740883,0.0422351247600768,2084
51059421200,17152.4477789211,2.86560529711748,20.2329165215557,29.2710509697268,0.0387500559971907,692
51059421300,13001.6718218661,2.49894327065309,34.5578100367794,47.9367195653844,0.0695566810735158,1419
51059421400,7527.4885363349,2.60627527315478,139.789580979526,178.595160282342,0.260285863749508,2357
51059421500,5906.50573341099,2.92216715552694,332.799825465461,418.585254157991,0.491493239007412,2364
51059421600,7109.8681751523,2.98181772074859,265.750276793994,325.52941719673,0.381141262065778,2090
51059421701,7837.22364398538,2.72253769926215,186.098161835327,244.920313345495,0.309103817823204,1593
51059421702,11400.5845341062,3.00674962518741,39.839559970015,52.9935757121439,0.0782383808095952,1334
51059421800,7602.66828756087,2.24631691961822,104.3856254103,143.321032650577,0.231142403850367,2716
51059421900,7157.64550315196,3.08411205127097,154.806828496696,208.468331228585,0.245858357642106,856
51059422000,13742.4761471935,3.05383519263035,49.6850198327734,65.6642930960089,0.095734016530166,1226
51059422101,11229.4606554192,2.73714982269133,89.9299164814739,137.764044910953,0.187576943103265,2393
51059422102,13452.4117476389,3.10716060274926,51.7086878507332,69.8808975308962,0.0975233998302737,2081
51059422201,14207.4822615282,2.72470014880952,42.375849702381,60.2932678571429,0.0831488095238095,1344
51059422202,11348.1432386749,2.95567007672634,118.740894714408,153.324927536232,0.203969309462916,2346
51059422301,13159.3331165224,2.08016165028048,31.2957173151831,42.987840514792,0.0685577188643846,1260
51059422302,11072.8685219738,2.21193684057486,50.5244251091228,89.4968399672622,0.172001260034799,2765
51059422401,11570.7258823901,2.22334978570184,21.6684723662815,39.1441034587199,0.0654738840505652,1182
51059422402,12233.2296300831,2.34476367006488,40.8840069508804,69.396437442076,0.124541705282669,2158
51059422403,19192.8527586137,2.87461282503785,26.5828240948474,34.8554522628427,0.0519159007795831,965
51059430101,16792.2277010904,2.84947092210151,20.3276390400272,32.8088940259323,0.0511975787814464,1508
51059430102,12096.9676369392,2.69914106890264,46.6708611947098,73.9386962165198,0.113526373950691,1047
51059430201,13911.4627702657,2.9034759502511,35.4486357661768,50.194810347226,0.0822046336540345,1409
51059430202,13817.9020695434,2.85062003556609,40.9966941315945,63.4032228808536,0.0947368109069354,1687
51059430203,15175.5864286014,2.97634794633778,63.3847808387172,86.0840530225822,0.126667935436864,888
51059430400,13917.0026759668,2.76385398378385,35.9697879475132,59.6524072185221,0.0892664947624934,2202
51059430500,12737.5819054955,2.56137465952105,27.7185085171634,49.0513448580232,0.0854243419211948,554
51059430600,9583.33541467212,3.02274064821838,152.350532024617,226.322594844291,0.271680957400673,1847
51059430700,11810.4331150283,2.64656371426968,48.4366402009152,76.3177199952599,0.131192580441955,962
51059430801,13430.7146522479,2.73976570141184,37.743743046408,65.3830904723545,0.0941346405477201,1368
51059430802,10492.9640965885,2.21591195220577,48.1800291985471,88.00335825158,0.171203844973777,1672
51059430901,12853.3234124874,3.12616129032258,44.7072810035842,74.4354616487455,0.101882437275986,1395
51059430902,11863.3623148336,3.15565701357466,56.1599040723982,85.283913122172,0.100913122171946,1105
51059431001,12116.3764219582,3.03580991880459,61.6653831834561,90.2323339822717,0.120727815022546,1899
51059431002,11306.3924930359,2.88966084184711,40.1195556971646,73.7158141850839,0.0979322787140983,725
51059431300,14465.4177945236,2.99923914583267,41.1721327831421,63.5459970236055,0.095270518310005,1313
51059431400,12676.5419229729,2.85154580649773,26.6557535012003,48.6219404660203,0.068197203988176,1455
51059431500,14506.761234824,2.80259950284808,18.3988679648855,33.4029694182603,0.0543433826520566,2001
51059431601,7569.99602306647,1.17038595646656,20.5624722363271,50.349428431759,0.168493462817131,1479
51059431602,11146.1145096051,2.9503813411929,111.631634483593,174.162200766277,0.223156623053231,1975
51059431801,11987.6375485282,2.91256582471284,42.8210221741204,64.0542696147909,0.0947743609299332,1361
51059431802,15407.6493997758,3.07107386063906,43.6524024452379,61.0417316064116,0.0902890181510966,999
51059431900,17869.6306463797,2.80116372566802,16.5753807714653,28.639826032809,0.0428739504112031,1031
51059432000,13184.829289737,2.99829786799456,96.9353555796313,128.423687039201,0.171708523511124,1175
51059432100,13345.1093901462,2.44935282121006,42.6598878314072,63.4041366417403,0.120701563562203,1471
51059432201,9857.34438027539,2.33980712602634,58.1567467541231,96.3254304130392,0.171665215208947,1030
51059432202,14213.5254746493,2.84190011040872,25.4685928026161,39.8871406775775,0.0638644634109708,1518
51059432300,16007.2942314075,2.9179174359336,31.8456082709731,45.5621184252966,0.0712900909941145,1730
51059432401,16602.5931722488,2.80255815072873,26.9416542812826,42.7487212684467,0.0640824517854108,1018
51059432402,16464.9152851098,2.87542080551111,10.9494517112524,20.1319832390478,0.0290746515570435,1782
51059432500,16054.4331739635,3.07199931306813,12.0204015564767,18.5378852525115,0.0296548700696105,1875
51059432600,16951.0515530548,2.95764917825537,8.11946965865992,17.083417193426,0.0214886219974716,1582
51059432701,15365.0787106309,2.81140846366145,26.9807221711132,46.175735050598,0.074066237350506,1087
51059432702,10931.1277225014,2.53055079142719,35.0172443782766,63.4160209376428,0.0960984438289004,1604
51059432800,13474.1423686464,2.72606891195913,51.1425233675929,95.6775092652556,0.131547347550475,752
51059440100,16362.4133649271,2.77765266277376,37.0928668520944,56.8330827062012,0.0934119990263352,2658
51059440201,12467.496997032,1.84456687963569,26.9842371113078,41.828109943763,0.107685527271726,2033
51059440202,9736.54656752963,2.91018652773341,158.188283314827,220.15070967223,0.275162924122153,2238
51059440300,18888.794100298,2.92021875362021,16.3387774015794,23.4658306757799,0.0391824280165508,915
51059440501,17077.1039335953,2.80801271455817,18.2468804831532,30.0257304513668,0.0444062301335029,1573
51059440503,11305.2276292601,2.72948410491154,88.2048869152374,210.672253275826,0.28596265664846,329
51059440504,4527.45912097576,3.000200040008,209.757951590318,374.117223444689,0.447889577915583,5
51059440505,15608.6141596445,2.79671495327103,27.7597663551402,53.5621518691589,0.0734485981308411,428
51059440600,12682.657009505,3.06936326528253,75.267465575593,106.974968183977,0.147411510030356,1038
51059440701,17142.3590013364,2.89655529130833,22.304982850271,35.551908776157,0.0561786976981755,928
51059440702,16888.0864910336,3.01691990021438,13.0076474858164,25.338598229781,0.0302238972228442,1773
51059440800,14416.2382780782,2.74529570670526,64.6646280752533,87.1691471297636,0.16249493487699,2073
51059450100,10517.9991184494,2.47606007185086,64.8391707362665,84.7907779883877,0.130574185347231,2172
51059450200,11686.8259606458,3.07454022140221,95.6676346863469,133.917994833948,0.15819926199262,1355
51059450300,12310.0787097677,2.541364292329,56.740738232026,77.7864445638286,0.116496440794437,1934
51059450400,15604.3052067753,2.67999793683559,53.1651331530521,69.329106302441,0.100265579786041,950
51059450500,12696.9096604867,3.08141981814199,63.9642499590022,84.2428339940757,0.110617099331536,872
51059450601,15482.6688535842,2.67621679625101,43.9654649491906,59.2121443952086,0.0870557492037977,1396
51059450602,8795.60158679247,2.37743729795949,93.0759577418426,126.076164900306,0.19885531391286,1844
51059450701,16255.0900385273,2.70775239107333,32.3492274176408,43.6992582359192,0.0652061636556854,941
51059450702,8050.052971609,2.87318494330211,177.504351007866,225.340954498236,0.293801312405622,1443
51059450800,12217.0186856537,2.62659394904459,58.4987563694268,79.2964737261147,0.114726910828025,1256
51059450900,15185.6836263757,2.72742741935484,32.33515,45.0704370967742,0.0614129032258065,620
51059451000,13481.3720318765,2.66496979127313,75.1044795270066,106.333002715883,0.12817604055393,982
51059451100,17624.114259925,2.97429375764994,25.9775483476132,36.7322423500612,0.0486597307221542,817
51059451200,19194.718558742,2.52311961722488,19.4351212121212,29.9049984051037,0.0365151515151515,627
51059451300,16022.8046936128,2.77877032677022,50.0134100258994,63.2570340624937,0.0992947501793292,895
51059451400,5329.25558697177,2.42900414427797,268.650408893442,339.823243376522,0.520445435454531,1310
