"geoid","monthly_mean_income","average_hh_size","monthly_mean_SNAP_benefit","monthly_mean_COVID_benefit","SNAP_eligibility_proportion","households_represented"
51059415100,17228.5749571577,2.74196160714286,35.8431178571429,49.5954857142857,0.0723116071428571,1120
51059415200,10501.4025380779,1.65035957658686,35.7533119053174,56.500457339175,0.125378356431,1676
51059415300,10650.1243812023,2.225221568785,53.3247687244758,79.3503804396596,0.110947149004605,1705
51059415401,7304.1998642481,2.7211447027267,244.372629788226,307.886453675052,0.393021362987399,1854
51059415402,15663.2988590567,2.32165200210961,54.2576529580836,75.2600968013506,0.131539863845585,1113
51059415500,13976.3730125698,2.52826326890639,126.529726931693,162.501245855824,0.256264659471033,2353
51059415600,19878.8411014702,2.5234403839055,32.0368846935846,43.2874701416599,0.0730926306784557,1024
51059415700,19201.0497714745,2.98103002452966,15.4097046717033,21.4293465844637,0.0320893534303189,1265
51059415800,17395.6254437598,2.70044881832571,31.3235393978706,42.4918031956135,0.0675288302851863,1776
51059415900,17708.1611241861,2.6828496784095,36.3268340198059,46.7862222363552,0.0708812901778915,1195
51059416000,12066.2448355941,2.62897530834483,161.367938405058,204.832313729479,0.3017299281244,2202
51059416100,16039.0838502088,2.47586555053028,67.6701411446329,91.9867420872523,0.139778427891824,1450
51059416200,8647.2007809692,3.69689812344925,146.960956731245,182.36272764483,0.188885466596841,1224
51059416300,16399.0573015994,2.55839886039886,50.5420028490028,70.8332905982906,0.120467236467236,702
51059420100,12398.9785268919,3.18651222856972,108.608812330402,144.79251606371,0.159857751754997,1201
51059420201,14566.9218465353,2.65030498419481,14.2203853981819,24.9172815685866,0.039798251843172,1304
51059420202,10844.2872385096,1.76585265516476,8.79846487680071,16.3159018828471,0.0299992113814727,1230
51059420203,16650.0910681331,2.51092024866144,24.0321130714398,33.822221884562,0.0465110095175869,1053
51059420300,15947.5084507059,2.84514939232937,54.0381920291288,74.5221582461729,0.106071496451034,2073
51059420400,9869.97356342767,1.51346418390158,21.1738039012359,33.0523332289669,0.0680771958714704,2191
51059420501,9842.98901805909,1.4838257115084,26.1705899567499,41.6952230812104,0.0971074957463173,680
51059420502,10997.2552314168,1.74424293252263,34.9108884095825,52.8303812865288,0.110124245445536,1345
51059420503,9742.65677899099,2.15893318578601,66.4330559626841,94.0214767681643,0.161642798140747,1529
51059420600,11043.4924176532,2.36823270263907,78.6351723007292,108.138644975156,0.161558650889351,1958
51059420700,15875.9739903928,3.12900677175056,38.8416298918856,53.0969419107314,0.0697083437340888,1310
51059420800,14432.2552471921,2.83521835990572,46.5080718771052,62.5231477816676,0.0878399227141798,1238
51059421001,11985.1334426528,2.48897701059058,26.9099723682217,47.683876924493,0.0737256496152452,1043
51059421002,10766.0654461313,2.40839475591353,53.0749718869141,88.7857126840232,0.151204747712189,2096
51059421101,13380.8519575404,2.45671041082989,14.9514873137651,25.0246322027159,0.0429716774561199,2183
51059421102,12441.1381945717,2.35157940240042,61.5862901148841,100.366035532607,0.192712145465161,1425
51059421103,14061.2740138374,2.79990226065525,14.0964343898193,22.944337635564,0.0415825115836997,2079
51059421200,17243.8472035492,2.86462445414847,18.7485531295488,27.3931863173217,0.0363493449781659,687
51059421300,13031.3555778703,2.4971757485663,33.9458473567595,47.2690418620045,0.0686356393869037,1414
51059421400,7533.83850557674,2.60544191945497,139.193412332733,178.316379117186,0.260088749962266,2352
51059421500,5909.43773834762,2.9220020534142,329.9467557836,418.604761428369,0.491526911002044,2359
51059421600,7116.06995121868,2.98177601044413,263.622005574103,325.395354626069,0.381035674357638,2085
51059421701,7847.66124941286,2.7216595990675,183.906159201712,244.486631595254,0.308679859798312,1588
51059421702,11426.2751660543,3.00677577635499,39.0229488509773,52.1609196094203,0.0772340686486596,1329
51059421800,7608.29039267751,2.24492798047658,103.745821192984,143.046809647064,0.230941264868585,2711
51059421900,7172.65805259941,3.08460967189266,162.227893706478,207.955833241285,0.245012350147238,851
51059422000,13778.8139056861,3.05405146424702,50.0160884125592,64.9014547875804,0.0947237639874759,1221
51059422101,11243.2413001291,2.73659966499162,92.7352131490787,137.609293551089,0.187172948073702,2388
51059422102,13473.6190190235,3.10741671840882,52.2203329577712,69.386011264938,0.096892146865196,2076
51059422201,14243.3833820598,2.72367363704257,43.6094578043316,59.7314615384615,0.0822501867064974,1339
51059422202,11362.4323705388,2.95557372441373,120.461267440182,153.226434663448,0.203668770893831,2341
51059422301,13192.0025779284,2.07649629243619,30.6448842312602,42.4203244297619,0.0676779797960481,1255
51059422302,11084.5796343198,2.21050629292794,50.1913523282402,89.1657940226876,0.171726624934828,2760
51059422401,11600.259014675,2.22004625326466,21.2512493649097,38.5147544855641,0.0645175267927388,1177
51059422402,12250.8517432694,2.34324197411708,40.4540541745645,68.94525785612,0.124041164828846,2153
51059422403,19268.2511957983,2.87396223742133,25.5255938033204,33.5994377071619,0.0503698966039513,960
51059430101,16832.1903979024,2.84897082570138,19.663491907191,32.0766400022355,0.050186926023336,1503
51059430102,12133.0446308835,2.69769673704415,45.8622533589251,72.8239222648752,0.112157389635317,1042
51059430201,13944.5977934167,2.9031339031339,34.8999772079772,49.381910968661,0.0812514245014245,1404
51059430202,13845.2081594404,2.85017954815696,40.8653501783591,62.7554322235434,0.0938935790725327,1682
51059430203,15234.9266883217,2.97621859997894,62.3239464054967,84.5441398141112,0.125192383700585,883
51059430400,13938.257215366,2.76331497496586,37.1796035502959,59.8287250796541,0.0886431497496586,2197
51059430500,12811.3606268474,2.55737624294398,28.0174554052011,47.9236483126563,0.0833025196767207,549
51059430600,9596.74435471111,3.02280289445783,168.113773973224,233.000517914466,0.27127154516035,1842
51059430700,11848.1356097346,2.64472518286311,49.6035026123302,76.2628756530825,0.130169278996865,957
51059430801,13463.2871544673,2.73881125371332,39.7661194175491,65.5745154618602,0.0931211248137379,1363
51059430802,10510.4936616667,2.2135580165315,49.7555355462121,88.2134272426078,0.170735555330267,1667
51059430901,12882.9627953481,3.12661717509556,46.4445701837625,74.1998343886084,0.100700646977952,1390
51059430902,11896.8629226913,3.15636196032905,56.2836866215333,84.1117155561051,0.0994473631339665,1100
51059431001,12136.413356928,3.0359033601355,61.9413215726919,89.6920360654508,0.119990960934023,1894
51059431002,11352.7735666564,2.88888873456769,42.2848753956603,71.8970318014331,0.0953987436093661,720
51059431300,14503.3867597983,2.99923547283711,41.7912443291198,62.7216738863515,0.0942042724835971,1308
51059431400,12704.5571689819,2.85103113721991,28.1915991782075,48.4734362252164,0.0671151261274992,1450
51059431500,14531.6148070874,2.80210480856473,19.0016167326569,33.1779908927901,0.0536432596977657,1996
51059431601,7579.7374726627,1.16417910447761,20.5492218453189,50.1222286295794,0.168249660786974,1474
51059431602,11162.8468244363,2.95025279187817,125.197388832487,178.756289340102,0.222628934010152,1970
51059431801,12015.1660771495,2.91224269008651,42.4376235710741,63.1973420373584,0.0937248571350611,1356
51059431802,15462.4127781153,3.07142742167521,42.9049468713343,59.7650346779986,0.0888770847543566,994
51059431900,17933.4784737637,2.80019395711501,16.2817621832359,27.6997300194932,0.0414668615984405,1026
51059432000,13221.7760423546,2.99828546862006,96.2074437670459,127.22873780234,0.170685615970612,1170
51059432100,13374.4912737571,2.44747520980516,42.293864337249,62.9281720433041,0.120132769168958,1466
51059432201,9882.27718723725,2.33658243902439,58.4668146341463,95.7071648780488,0.170812682926829,1025
51059432202,14245.2839087081,2.84137297901787,25.3831178015627,39.2654094310516,0.0629496854597681,1513
51059432300,16040.1309283942,2.91767893602442,31.4291931255732,44.9058006889267,0.0704938313114999,1725
51059432401,16659.7947141332,2.80157828388774,27.4113301197731,42.6374152393043,0.0631866369068479,1013
51059432402,16497.9293823556,2.8750672480197,11.1370835406111,19.5889592820275,0.0282149055376353,1777
51059432500,16084.9051033969,3.07219457519297,12.0987646002518,18.0017909071755,0.0288267071372116,1870
51059432600,16990.0134801613,2.95751355265736,8.60961054459837,16.4311308138189,0.0204864054909426,1577
51059432701,15415.1922026843,2.81053441972059,27.571239634897,45.6290836565015,0.0728394559684139,1082
51059432702,10950.7529299991,2.52908196257907,37.3610017023161,63.3784920306342,0.0952002441529008,1599
51059432800,13533.527601505,2.7242346395788,52.3681882621308,94.9133803033731,0.129669170456264,747
51059440100,16384.0295930228,2.77723298489707,36.6023175308218,56.3699466565347,0.0928538904694919,2653
51059440201,12486.0964750038,1.8417187540064,26.8224258926511,41.6349957889629,0.107365665945432,2028
51059440202,9748.19683132258,2.90998566950291,158.07410255262,219.707506045678,0.274813255709807,2233
51059440300,18966.3312133612,2.91977345005154,15.6271442354818,22.3310358923866,0.0376506321991916,910
51059440501,17116.4889840193,2.80739822844049,18.0594235830808,29.4340148609978,0.0435460016824012,1568
51059440503,11408.4488265273,2.72530948978553,103.019648087506,223.882667028805,0.302977459946111,324
